City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
335,Kirovskiy,RU,45.0917,133.5136,26.96,86,6,4.59,clear sky
336,Margate,GB,51.3813,1.3862,48.9,94,100,7.0,moderate rain
337,Beeskow,DE,52.1667,14.25,40.33,82,100,15.55,overcast clouds
338,Maridi,SS,4.9158,29.4742,82.26,61,63,2.08,light rain
339,Paamiut,GL,61.994,-49.6678,9.61,73,69,6.96,broken clouds
340,Sebastian,US,35.1668,-94.2669,28.08,62,0,2.93,clear sky
341,Bilma,NE,18.6853,12.9164,74.89,19,52,5.75,broken clouds
342,Kavaratti,IN,10.5669,72.642,82.35,68,3,2.28,clear sky
343,Morros,BR,-9.4467,-46.3003,69.93,87,87,2.73,overcast clouds
344,Ilebo,CD,-4.3167,20.5833,82.04,64,98,2.84,overcast clouds
345,Coihaique,CL,-45.5752,-72.0662,52.41,93,100,3.44,light rain
346,Sisimiut,GL,66.9395,-53.6735,23.79,93,100,21.0,light snow
347,Dhrol,IN,22.5667,70.4167,92.59,23,0,8.16,clear sky
348,Watsa,CD,3.0372,29.5355,67.82,93,100,2.19,overcast clouds
349,Mogadishu,SO,2.0371,45.3438,85.87,79,40,10.36,scattered clouds
350,Solton,RU,52.8429,86.4787,25.9,86,100,13.56,overcast clouds
351,Kjollefjord,NO,70.9457,27.3465,44.65,81,75,11.5,broken clouds
352,Prainha,BR,-1.8,-53.48,73.53,72,100,2.06,overcast clouds
353,Eatonton,US,33.3268,-83.3885,39.38,78,19,4.52,few clouds
354,Buriti Bravo,BR,-5.8372,-43.8336,70.39,86,11,2.59,few clouds
355,Weilmunster,DE,50.4333,8.3667,51.37,80,96,13.13,moderate rain
356,Puerto Madryn,AR,-42.7692,-65.0385,59.04,63,84,19.1,broken clouds
357,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,77,40,18.61,scattered clouds
358,Revda,RU,56.801,59.9303,12.42,75,12,4.25,few clouds
359,Frederikshavn,DK,57.4407,10.5366,44.13,62,100,27.78,overcast clouds
360,Lima,PE,-12.0432,-77.0282,62.91,86,100,9.22,overcast clouds
361,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,14.97,scattered clouds
362,Port Hawkesbury,CA,45.6169,-61.3485,53.58,95,100,10.0,overcast clouds
363,Sembe,CG,1.6481,14.5806,74.86,90,99,0.49,light rain
364,Saint-Joseph,RE,-21.3667,55.6167,77.38,68,18,7.07,few clouds
365,Kabompo,ZM,-13.5927,24.2008,85.62,43,4,3.96,clear sky
366,Bubaque,GW,11.2833,-15.8333,81.86,74,95,9.66,overcast clouds
367,Gazli,UZ,40.1333,63.45,54.14,38,100,17.29,overcast clouds
368,Sandy Bay,AU,-42.913,147.3532,56.3,72,75,12.66,broken clouds
369,Mbini,GQ,1.574,9.6134,80.44,80,61,3.67,light rain
370,Ndele,CF,8.4109,20.6473,89.28,23,100,6.89,overcast clouds
371,Kudahuvadhoo,MV,2.6708,72.8944,81.66,76,46,13.49,scattered clouds
372,Pontes E Lacerda,BR,-15.2261,-59.3353,67.15,59,15,3.06,few clouds
373,Loiza,PR,18.4313,-65.8802,75.18,90,20,0.0,few clouds
374,Camiri,BO,-20.05,-63.5167,65.23,62,23,2.8,few clouds
375,Ostrovnoy,RU,68.0531,39.5131,30.92,94,99,20.45,overcast clouds
376,Ballina,AU,-28.8667,153.5667,64.02,70,0,9.13,clear sky
377,Varna,BG,43.2167,27.9167,64.24,67,0,2.3,clear sky
378,Shirvan,AZ,39.9509,48.8994,60.89,47,10,16.2,clear sky
379,Maragogi,BR,-9.0122,-35.2225,77.41,79,89,7.36,overcast clouds
380,Upata,VE,8.0086,-62.3989,73.18,99,100,2.39,overcast clouds
381,Lebu,CL,-37.6167,-73.65,53.91,94,37,7.47,scattered clouds
382,Korla,CN,41.7597,86.1469,46.06,35,100,4.85,overcast clouds
383,Takestan,IR,36.0696,49.6959,50.13,41,100,6.38,overcast clouds
384,Kindu,CD,-2.95,25.95,78.51,75,92,2.84,light rain
385,Gornopravdinsk,RU,60.05,69.9,2.39,86,13,1.63,few clouds
386,Kupino,RU,54.3663,77.2981,16.43,84,100,10.51,overcast clouds
387,Apen,DE,53.2167,7.8,42.01,90,100,27.11,overcast clouds
388,Bosaso,SO,11.2842,49.1816,82.38,65,0,11.5,clear sky
389,Grevena,GR,40.0845,21.4274,56.77,73,100,4.92,overcast clouds
390,Uhlove,UA,44.8215,33.6045,59.02,80,100,18.03,light rain
391,Sistranda,NO,63.7256,8.834,42.76,54,0,18.05,clear sky
392,Rafaela,AR,-31.2503,-61.4867,65.98,50,57,1.99,broken clouds
393,Dzaoudzi,YT,-12.7887,45.2699,85.89,66,75,6.91,broken clouds
394,Loandjili,CG,-4.7561,11.8578,78.91,89,100,5.75,overcast clouds
395,Kirkwall,GB,58.9848,-2.9587,48.96,81,75,31.07,broken clouds
396,Ostersund,SE,63.1792,14.6357,21.65,100,100,10.0,fog
397,Liverpool,GB,53.4106,-2.9779,48.15,95,100,12.66,light rain
398,Santa Maria,BR,-29.6842,-53.8069,61.39,66,33,2.75,scattered clouds
399,Boa Vista,BR,2.8197,-60.6733,75.18,94,0,5.75,clear sky
400,Marrakesh,MA,31.6315,-8.0083,60.87,36,0,3.44,clear sky
401,Ayia Galini,GR,35.1,24.6833,72.39,72,33,9.95,scattered clouds
402,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,62.98,68,0,6.98,clear sky
403,Les Escoumins,CA,48.1111,-69.0236,27.75,98,100,3.27,light snow
404,Berbera,SO,10.4396,45.0143,84.22,55,17,14.72,few clouds
405,Fallingbostel,DE,52.8667,9.7,41.05,87,100,20.54,moderate rain
406,Krasnoye,UA,49.9145,24.6134,32.79,95,100,12.57,light snow
407,Estelle,US,29.8458,-90.1067,51.8,62,0,5.75,clear sky
408,Santa Rosa De Osos,CO,6.6474,-75.4603,49.5,97,100,0.72,overcast clouds
409,Strezhevoy,RU,60.7333,77.5889,-3.48,86,18,6.15,few clouds
410,Savonlinna,FI,61.8699,28.88,32.05,86,100,9.22,overcast clouds
411,Muravlenko,RU,63.7898,74.523,-1.21,78,99,15.82,overcast clouds
412,Iranshahr,IR,27.2025,60.6848,82.74,26,0,4.61,clear sky
413,Caraballeda,VE,10.6112,-66.8522,75.27,88,40,1.14,scattered clouds
414,Sydney,AU,-33.8679,151.2073,61.9,62,40,20.71,scattered clouds
415,Grindavik,IS,63.8424,-22.4338,46.87,87,100,28.77,overcast clouds
416,Sabha,LY,27.0377,14.4283,70.14,24,0,7.4,clear sky
417,Hatillo,PR,18.4863,-66.8254,76.86,95,7,7.78,moderate rain
418,Quatre Cocos,MU,-20.2078,57.7625,78.91,51,36,8.7,scattered clouds
419,San Pedro,PH,14.35,121.0167,87.03,69,40,5.75,scattered clouds
420,Assare,BR,-6.8744,-39.875,71.82,81,47,6.02,scattered clouds
421,Astana,KZ,51.1801,71.446,21.15,63,75,13.42,broken clouds
422,Praia,CV,14.9215,-23.5087,73.94,83,20,8.05,few clouds
423,Usinsk,RU,65.9939,57.5281,-4.04,96,86,17.69,overcast clouds
424,Joshimath,IN,30.5667,79.5667,59.22,27,0,5.73,clear sky
425,Telfs,AT,47.3,11.0667,47.57,54,64,0.94,broken clouds
426,Pervomayskoye,RU,43.919,46.7102,54.91,80,100,6.8,overcast clouds
427,Palmas,BR,-10.2128,-48.3603,75.07,88,40,4.61,scattered clouds
428,Carnarvon,AU,-24.8667,113.6333,68.07,61,4,20.47,clear sky
429,Ringebu,NO,61.5167,10.1667,30.18,85,6,1.5,clear sky
430,Porto Novo,BJ,6.4965,2.6036,80.42,67,80,3.8,broken clouds
431,Hambantota,LK,6.1241,81.1185,86.34,74,40,5.75,scattered clouds
432,Talcahuano,CL,-36.7167,-73.1167,58.68,88,75,11.5,broken clouds
433,Tocopilla,CL,-22.092,-70.1979,63.36,76,61,0.6,broken clouds
434,Saint-Martin-Boulogne,FR,50.7269,1.6186,54.72,75,99,30.85,overcast clouds
435,Kabelvag,NO,68.2114,14.4817,39.2,52,0,8.05,clear sky
436,Kargalinskaya,RU,43.7417,46.4792,53.78,76,100,7.7,overcast clouds
437,Goderich,CA,43.7501,-81.7165,33.91,100,100,17.27,snow
438,Rawson,AR,-43.3002,-65.1023,58.68,64,83,21.05,broken clouds
439,Lincoln,US,40.8,-96.667,28.96,62,0,6.91,clear sky
440,Toguchin,RU,55.2353,84.3858,20.43,89,100,12.71,overcast clouds
441,Mansa,IN,29.9833,75.3833,78.4,25,0,10.54,clear sky
442,Belmonte,BR,-15.8631,-38.8828,73.13,93,100,3.56,overcast clouds
443,Banmankhi,IN,25.8833,87.1833,82.09,33,0,10.94,clear sky
444,Marawi,PH,7.9986,124.2928,70.48,92,100,3.27,overcast clouds
445,Kutum,SD,14.2,24.6667,73.8,19,3,7.58,clear sky
446,Birao,CF,10.2849,22.7882,89.2,16,49,10.51,scattered clouds
447,Rocha,UY,-34.4833,-54.3333,59.59,68,57,5.1,light rain
448,Mazagao,BR,-0.115,-51.2894,77.05,95,91,3.4,overcast clouds
449,Saint-Paul,RE,-21.0096,55.2707,79.36,60,13,4.21,few clouds
450,Bay Roberts,CA,47.5999,-53.2648,39.51,92,100,5.01,light rain
451,Surt,LY,31.2089,16.5887,71.53,32,0,18.54,clear sky
452,Lichinga,MZ,-13.3128,35.2406,73.49,68,40,9.22,scattered clouds
453,Morondava,MG,-20.2833,44.2833,82.78,66,6,11.36,clear sky
454,Mitsamiouli,KM,-11.3847,43.2844,84.49,70,20,6.91,light rain
455,Coruripe,BR,-10.1256,-36.1756,76.84,81,75,8.99,broken clouds
456,Borovskoy,KZ,53.8,64.15,12.85,71,8,4.0,clear sky
457,Garoua,CM,9.3,13.4,84.6,39,0,8.05,clear sky
458,Tarko-Sale,RU,64.9225,77.785,6.21,95,99,15.12,overcast clouds
459,Tamandare,BR,-8.7597,-35.1047,77.13,79,86,7.7,overcast clouds
460,Rundu,NA,-17.9333,19.7667,91.51,21,10,7.16,clear sky
461,Krasnoborsk,RU,61.5598,45.934,18.54,72,6,5.46,clear sky
462,Lohardaga,IN,23.4333,84.6833,75.79,36,0,7.52,clear sky
463,Mount Pleasant,US,32.7941,-79.8626,48.2,79,20,11.5,few clouds
464,Boromo,BF,11.75,-2.9333,82.04,13,26,10.02,scattered clouds
465,Kourou,GF,5.1552,-52.6478,73.45,92,100,5.88,overcast clouds
466,Nara,JP,34.6851,135.8049,58.32,47,97,0.36,overcast clouds
467,Malakal,SS,9.5334,31.6605,92.86,17,12,10.49,few clouds
468,Baripada,IN,21.935,86.7214,84.29,32,1,8.08,clear sky
469,Ayacucho,PE,-13.1583,-74.2239,55.62,80,92,2.39,overcast clouds
470,Puerto Carreno,CO,6.189,-67.4859,74.8,94,100,6.22,overcast clouds
471,Lyngseidet,NO,69.5763,20.2189,23.0,42,15,8.19,few clouds
472,Cururupu,BR,-1.8283,-44.8683,75.42,84,100,3.58,overcast clouds
473,Imeni Karla Libknekhta,RU,51.6232,35.4775,27.09,87,100,11.65,light snow
474,Sambava,MG,-14.2667,50.1667,79.09,72,25,7.74,light rain
475,Vallenar,CL,-28.5708,-70.7581,61.86,83,2,1.66,clear sky
476,Beaupre,CA,47.0443,-70.8953,29.53,93,100,2.3,light snow
477,Ugoofaaru,MV,5.6667,73.0,81.86,74,22,10.78,few clouds
478,Sorland,NO,67.667,12.6934,46.26,56,23,11.1,few clouds
479,Capiibary,PY,-24.8,-56.0333,58.59,82,0,4.32,clear sky
480,Ubinskoye,RU,55.3068,79.6802,14.95,88,100,7.76,overcast clouds
481,Sovetskiy,RU,61.3614,63.5842,5.11,78,1,5.79,clear sky
482,Komsomolskiy,UZ,40.4272,71.7189,48.92,53,46,2.3,scattered clouds
483,Yabelo,ET,4.8833,38.0833,75.29,30,5,13.71,clear sky
484,Mporokoso,ZM,-9.3727,30.125,75.79,58,83,5.12,light rain
485,Gubkinskiy,RU,64.434,76.5026,4.91,80,100,15.93,overcast clouds
486,Malanville,BJ,11.8685,3.3899,82.71,21,16,10.25,few clouds
487,Maiduguri,NG,11.8464,13.1603,84.6,26,19,11.92,few clouds
488,Shache,CN,38.4167,77.2406,58.15,14,0,9.98,clear sky
489,Rafraf,TN,37.1904,10.1837,66.51,72,100,22.84,overcast clouds
490,Adelaide,AU,-34.9333,138.6,69.12,57,0,9.22,clear sky
491,Teguise,ES,29.0605,-13.564,66.42,83,0,9.22,clear sky
492,Hearst,CA,49.6835,-83.6665,14.25,95,100,3.98,overcast clouds
493,Oktyabrskoye,RU,43.0645,44.7417,50.14,46,40,2.24,scattered clouds
494,Porbandar,IN,21.6422,69.6093,88.11,31,1,3.31,clear sky
495,Chimoio,MZ,-19.1164,33.4833,85.48,41,0,3.29,clear sky
496,Gualaquiza,EC,-3.4,-78.55,61.9,99,100,1.66,light rain
497,Guarapari,BR,-20.6667,-40.4975,69.89,88,100,13.42,overcast clouds
498,Desenzano Del Garda,IT,45.468,10.534,54.79,93,68,5.75,mist
499,Salamiyah,SY,35.0113,37.0532,62.91,58,100,8.3,overcast clouds
500,Weligama,LK,5.9667,80.4167,85.21,59,8,6.87,clear sky
501,Visby,SE,57.6409,18.296,39.06,100,75,5.75,drizzle
502,Punta De Piedra,VE,7.6176,-71.4916,70.47,97,100,1.74,overcast clouds
503,Antalaha,MG,-14.9003,50.2788,80.17,69,22,6.91,light rain
504,Campina Verde,BR,-19.5356,-49.4864,65.66,66,0,4.16,clear sky
505,Buenaventura,CO,3.8801,-77.0312,73.76,99,100,1.77,moderate rain
506,Tchibanga,GA,-2.85,11.0333,77.14,88,100,3.06,overcast clouds
507,Puerto Leguizamo,CO,-0.1934,-74.7819,69.21,100,100,2.19,overcast clouds
508,Othaya,KE,-0.5652,36.9609,61.34,92,93,4.14,light rain
509,Shebekino,RU,50.4097,36.9136,29.62,98,100,11.52,snow
510,Lokosovo,RU,61.1333,74.8167,-2.42,91,27,5.99,scattered clouds
511,Eyl,SO,7.9803,49.8164,85.96,50,7,17.36,clear sky
512,Samoded,RU,63.6083,40.5111,25.25,86,98,4.61,overcast clouds
513,Belfast,GB,54.5833,-5.9333,46.38,99,75,4.61,fog
514,Belyy Yar,RU,53.6039,91.3903,30.09,53,0,17.9,clear sky
515,Iskateley,RU,67.6803,53.1512,17.17,92,100,18.45,overcast clouds
516,Buchmany,UA,51.0689,28.0421,30.54,81,100,10.38,overcast clouds
517,Vyborg,RU,60.7076,28.7528,34.61,87,83,7.52,broken clouds
518,Ystad,SE,55.4297,13.8204,41.74,64,62,27.0,broken clouds
519,Vage,NO,60.0469,5.5178,43.93,53,0,9.64,clear sky
520,Tabou,CI,4.423,-7.3528,80.89,77,37,4.79,scattered clouds
521,Novyye Lyady,RU,58.0536,56.6039,9.64,66,7,5.14,clear sky
522,Zanjan,IR,36.6736,48.4787,46.09,81,40,9.22,light intensity shower rain
523,Gboko,NG,7.3179,8.9951,84.04,57,23,7.05,few clouds
524,General Pico,AR,-35.6566,-63.7568,65.61,72,100,11.12,overcast clouds
525,Yarmouth,US,41.7057,-70.2286,44.74,77,0,21.0,clear sky
526,Harrisonburg,US,38.4496,-78.8689,33.03,62,75,3.44,broken clouds
527,Manavalakurichi,IN,8.1333,77.3,82.33,71,93,4.16,overcast clouds
528,Boke,GN,10.9409,-14.2967,77.5,81,100,3.56,overcast clouds
529,Cap-Aux-Meules,CA,47.3821,-61.8597,50.02,93,100,17.27,overcast clouds
530,Cienfuegos,CU,22.1461,-80.4356,73.54,94,15,5.75,few clouds
531,Guadalupe,MX,25.6833,-100.25,47.97,68,97,4.0,overcast clouds
532,Ulagan,RU,50.6321,87.9563,22.39,64,100,3.06,overcast clouds
533,Inta,RU,66.0317,60.1659,1.27,85,88,22.37,overcast clouds
534,Mananara,MG,-16.1667,49.7667,81.68,65,51,6.49,broken clouds
535,Sulina,RO,45.1559,29.6536,57.27,80,98,11.41,overcast clouds
536,Armacao De Pera,PT,37.1026,-8.357,66.11,87,42,11.43,scattered clouds
537,Kapuskasing,CA,49.4169,-82.4331,10.49,85,100,4.61,overcast clouds
538,Marandahalli,IN,12.4,78.0,81.0,43,37,5.86,scattered clouds
539,Karwar,IN,14.8,74.1333,87.28,38,9,6.46,clear sky
540,Tonstad,NO,58.6626,6.7169,39.2,89,99,35.32,overcast clouds
541,Dabakala,CI,8.3667,-4.4333,80.53,37,6,2.26,clear sky
542,Srisailam,IN,16.0833,78.8667,80.56,33,35,6.89,scattered clouds
543,Sozimskiy,RU,59.7418,52.2482,16.41,76,9,5.37,clear sky
544,Llanes,ES,43.4198,-4.7549,64.89,71,10,12.41,clear sky
545,Ouango,CF,4.3133,22.5552,85.69,51,91,2.42,overcast clouds
546,Los Pozos,VE,8.4518,-62.7268,77.04,96,100,3.24,overcast clouds
547,Volga,RU,57.9516,38.3879,28.45,80,74,7.07,broken clouds
548,Takoradi,GH,4.8845,-1.7554,81.52,72,11,6.4,few clouds
549,Camapua,BR,-19.5314,-54.0439,63.5,69,0,5.32,clear sky
550,Darnah,LY,32.767,22.6367,72.39,35,0,24.23,clear sky
551,Timra,SE,62.487,17.3257,20.88,79,0,10.36,clear sky
552,Asmar,AF,35.0333,71.3581,64.54,18,3,1.92,clear sky
553,Nushki,PK,29.5542,66.0215,68.65,17,8,6.29,clear sky
554,Makokou,GA,0.5738,12.8642,78.85,75,54,2.62,light rain
555,Elblag,PL,54.1522,19.4088,32.95,66,6,11.05,clear sky
556,Punta Alta,AR,-38.8759,-62.0736,63.54,71,66,13.82,broken clouds
557,Ozinki,RU,51.1786,49.6769,29.3,96,100,16.71,snow
558,Salinas,US,36.6777,-121.6555,55.06,58,0,9.22,clear sky
559,Bonaventure,CA,48.0457,-65.4926,34.34,93,100,9.22,overcast clouds
560,Munak,IN,29.5187,76.8486,76.91,26,0,11.18,clear sky
561,Livingstone,ZM,-17.8419,25.8543,91.15,27,6,4.68,clear sky
562,Shrewsbury,GB,52.7101,-2.7521,49.68,91,100,13.8,light rain
563,Eutin,DE,54.1333,10.6167,38.97,81,21,24.65,few clouds
564,Isla Mujeres,MX,21.2311,-86.731,71.17,71,45,11.52,scattered clouds
565,Beyneu,KZ,45.3167,55.2,42.71,50,100,20.87,overcast clouds
566,Oume,JP,35.7839,139.2431,56.86,53,100,4.61,overcast clouds
567,Derzhavinsk,KZ,51.1,66.3167,21.31,78,100,9.08,overcast clouds
568,Nelson,NZ,-41.2833,173.2833,63.28,88,100,4.03,moderate rain
569,Fez,MA,34.0372,-4.9998,61.05,44,0,3.44,clear sky
570,Najran,SA,17.4924,44.1277,79.45,17,0,8.63,clear sky
571,Requena,ES,39.4883,-1.1004,62.53,77,85,21.45,overcast clouds
572,Kilrush,IE,52.6397,-9.4833,37.15,86,60,4.56,light rain
573,Hlotse,LS,-28.8718,28.045,77.09,24,1,10.0,clear sky
574,Ipixuna,BR,-1.7625,-48.8043,73.08,94,81,2.8,broken clouds
575,Alexandria,EG,31.2156,29.9553,71.56,64,40,8.05,scattered clouds
576,Diamantino,BR,-14.4086,-56.4461,68.85,51,7,2.62,clear sky
577,Salym,RU,60.0625,71.4789,1.87,88,17,2.19,few clouds
578,Kabwe,ZM,-14.4469,28.4464,83.97,42,0,5.59,clear sky
579,Monte Azul,BR,-15.155,-42.8747,66.11,92,56,2.73,broken clouds
580,Ambovombe,MG,-25.1667,46.0833,81.28,53,32,8.32,scattered clouds
581,Mahon,ES,39.8885,4.2658,70.36,78,0,2.3,clear sky
582,Barabinsk,RU,55.3571,78.357,14.27,89,100,6.96,overcast clouds
583,Kalmar,SE,56.6616,16.3616,42.15,72,100,10.36,overcast clouds
584,Jalu,LY,29.0331,21.5482,74.28,24,0,15.14,clear sky
585,Grand-Santi,GF,4.25,-54.3833,70.27,99,67,2.26,broken clouds
586,Muyezerskiy,RU,63.9333,31.65,31.78,79,100,3.47,overcast clouds
587,Teguldet,RU,57.3064,88.1667,17.46,92,100,6.24,light snow
588,Petauke,ZM,-14.2426,31.3253,89.06,28,18,6.29,few clouds
589,Sinnamary,GF,5.3833,-52.95,75.61,90,100,7.76,overcast clouds
590,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,60.21,71,32,5.14,scattered clouds
591,Savannah Bight,HN,16.45,-85.85,81.09,75,33,9.33,moderate rain
592,Umm Kaddadah,SD,13.6017,26.6876,79.48,18,62,15.41,broken clouds
593,Westport,US,41.1415,-73.3579,39.74,76,0,9.22,clear sky
594,Abu Kamal,SY,34.4506,40.9171,68.83,48,59,8.66,broken clouds
595,Talnakh,RU,69.4865,88.3972,-26.46,99,100,10.18,overcast clouds
596,Zhob,PK,31.3411,69.4481,61.5,20,0,5.41,clear sky
597,Huarmey,PE,-10.0681,-78.1522,63.73,90,100,5.48,overcast clouds
598,Mahanoro,MG,-19.9,48.8,79.3,70,71,12.37,broken clouds
599,Patan,NP,27.6667,85.3333,68.38,49,20,6.91,few clouds
600,Ginir,ET,7.1333,40.7,71.38,34,0,7.94,clear sky
601,Abu Dhabi,AE,24.4667,54.3667,89.71,31,0,6.91,clear sky
602,Bocaiuva,BR,-17.1078,-43.815,65.91,93,98,2.48,overcast clouds
603,Zheleznodorozhnyy,RU,55.7503,38.0042,28.22,80,100,6.06,overcast clouds
604,Canutama,BR,-6.5339,-64.3831,72.5,97,100,0.11,overcast clouds
605,Leshukonskoye,RU,64.8989,45.7622,11.35,95,91,5.23,overcast clouds
606,Vikevag,NO,59.0976,5.6969,46.42,57,10,11.01,clear sky
607,Sena Madureira,BR,-9.0656,-68.6569,71.01,99,98,1.57,overcast clouds
608,Kasungu,MW,-13.0333,33.4833,82.62,40,40,8.75,scattered clouds
609,Veliki Preslav,BG,43.1667,26.8167,56.98,73,85,5.97,overcast clouds
610,Malinovoye Ozero,RU,51.6753,79.7825,25.36,77,100,12.28,overcast clouds
611,Kragujevac,RS,44.0167,20.9167,52.09,74,80,5.86,broken clouds
612,Connersville,US,39.6412,-85.1411,30.4,86,98,7.0,overcast clouds
613,Kolondieba,ML,11.0882,-6.8926,81.68,17,63,7.81,broken clouds
614,Honningsvag,NO,70.9821,25.9704,44.35,70,100,10.36,overcast clouds
615,Rudbar,AF,30.15,62.6,74.98,13,1,3.15,clear sky
616,Kalisz,PL,51.7611,18.091,36.34,68,68,15.26,broken clouds
617,Bundibugyo,UG,0.7414,30.0417,79.77,62,94,1.83,light rain
618,Hualmay,PE,-11.0964,-77.6139,63.14,89,100,7.96,overcast clouds
619,Tacoronte,ES,28.4769,-16.4102,72.34,34,0,6.91,clear sky
620,Angoche,MZ,-16.2325,39.9086,85.64,57,92,9.69,overcast clouds
621,Ferme-Neuve,CA,46.7001,-75.4493,24.62,92,99,6.08,overcast clouds
622,Nurota,UZ,40.5614,65.6886,54.59,36,100,7.7,overcast clouds
623,Surenavan,AM,39.75,44.8,56.07,38,87,1.77,overcast clouds
624,Meulaboh,ID,4.1363,96.1285,82.06,71,98,3.51,overcast clouds
625,Serebryansk,KZ,49.6925,83.2892,23.2,90,100,4.85,light snow
626,Kuruman,ZA,-27.4524,23.4325,86.99,15,7,13.53,clear sky
627,Puck,PL,54.7179,18.4084,37.0,79,55,16.51,broken clouds
628,Tzucacab,MX,20.0667,-89.05,70.36,99,80,1.95,broken clouds
629,Misratah,LY,32.3754,15.0925,73.31,40,60,15.84,broken clouds
630,Alhandra,BR,-7.4386,-34.9144,75.42,79,23,6.91,few clouds
631,Garagoa,CO,5.0824,-73.3633,57.34,95,100,2.46,overcast clouds
632,Manturovo,RU,58.3353,44.7619,21.09,60,94,8.61,overcast clouds
633,Onguday,RU,50.75,86.15,23.22,67,100,3.89,overcast clouds
634,Igdir,TR,39.9237,44.045,51.73,46,36,2.73,scattered clouds
635,Saint-Hyacinthe,CA,45.6168,-72.9491,31.06,97,94,7.27,overcast clouds
636,Opuwo,NA,-18.0607,13.84,85.33,34,91,6.24,overcast clouds
637,Calama,CL,-22.4667,-68.9333,43.29,36,0,12.66,clear sky
638,Birigui,BR,-21.2886,-50.34,64.51,63,0,16.11,clear sky
639,Zhezkazgan,KZ,47.8043,67.7144,24.78,80,100,6.71,light snow
640,Lethem,GY,3.3803,-59.7968,75.69,82,90,7.09,overcast clouds
641,Aden,YE,12.7794,45.0367,81.45,64,9,16.35,clear sky
642,Mattru,SL,7.6244,-11.8332,77.04,84,15,2.75,few clouds
643,Sorata,BO,-15.7667,-68.6333,38.32,48,4,1.92,clear sky
644,Maldonado,UY,-34.6667,-54.9167,69.22,61,91,2.46,light rain
645,Nanga Eboko,CM,4.6833,12.3667,83.43,52,7,3.18,light rain
646,Villa Bruzual,VE,9.3328,-69.1208,73.35,91,100,3.02,overcast clouds
647,Vossevangen,NO,60.623,6.4229,36.0,65,57,6.87,broken clouds
648,Rio Grande,BR,-32.035,-52.0986,65.16,69,18,4.32,few clouds
649,Chabahar,IR,25.2919,60.643,81.46,58,0,7.45,clear sky
650,Kassala,SD,15.451,36.4,92.37,25,10,9.57,clear sky
651,Bure,ET,10.7,37.0667,71.02,46,27,4.36,scattered clouds
652,Lisala,CD,2.15,21.5167,70.3,98,100,3.22,overcast clouds
653,Pojuca,BR,-12.4231,-38.326,73.04,92,87,2.06,overcast clouds
654,Mabaruma,GY,8.2,-59.7833,72.95,98,100,1.61,overcast clouds
655,Iquitos,PE,-3.7481,-73.2472,73.44,94,0,1.14,clear sky
656,Senneterre,CA,48.3835,-77.2328,19.49,92,100,6.31,light snow
657,Kedrovyy,RU,56.1667,91.8167,23.41,83,95,8.66,overcast clouds
658,Skjervoy,NO,70.0311,20.9714,23.0,42,8,4.43,clear sky
659,Placido De Castro,BR,-10.3353,-67.1856,71.71,96,99,0.31,overcast clouds
660,Savelugu,GH,9.6244,-0.8253,83.73,19,62,6.42,broken clouds
661,Seda,LV,57.65,25.75,32.05,76,100,7.36,overcast clouds
662,Effingham,US,32.3669,-81.3332,48.65,69,100,11.77,overcast clouds
663,Urubicha,BO,-15.3833,-62.95,72.16,57,37,2.46,scattered clouds
664,Ust-Tsilma,RU,65.441,52.1498,8.37,93,90,6.08,overcast clouds
665,Thinadhoo,MV,0.5333,72.9333,81.57,71,66,12.75,broken clouds
666,Canto Do Buriti,BR,-8.11,-42.9444,78.67,53,83,2.19,broken clouds
667,Pestovo,RU,58.5938,35.8024,29.53,85,99,8.63,overcast clouds
668,Vyazma,RU,55.2104,34.2951,25.74,86,100,4.41,light snow
669,Yekaterinovka,RU,52.0508,44.3451,30.45,97,100,9.95,light snow
670,Zapolyarnyy,RU,69.4154,30.8136,16.88,82,69,4.18,broken clouds
671,Messina,IT,38.1933,15.5497,69.6,75,75,8.05,broken clouds
672,Camana,PE,-16.6228,-72.7111,64.27,83,77,8.52,broken clouds
673,Mizan Teferi,ET,6.9833,35.5833,77.13,50,8,1.86,light rain
674,Basoko,CD,1.2391,23.616,69.42,97,100,2.64,moderate rain
675,Mopipi,BW,-21.1833,24.8833,90.97,19,0,11.54,clear sky
